0,-1,305.937500,172.992188,352.968750,202.984375,0.975449,-1,-1,-1
0,-1,153.984375,167.964844,220.000000,213.984375,0.975449,-1,-1,-1
1,-1,305.937500,172.992188,352.968750,202.984375,0.975449,-1,-1,-1
1,-1,152.968750,166.976563,223.984375,214.972656,0.975449,-1,-1,-1
2,-1,153.984375,166.976563,225.937500,214.972656,0.990075,-1,-1,-1
2,-1,305.937500,172.992188,352.968750,202.984375,0.975449,-1,-1,-1
3,-1,307.968750,172.992188,352.968750,202.984375,0.990075,-1,-1,-1
3,-1,157.968750,167.964844,230.000000,214.972656,0.990075,-1,-1,-1
4,-1,307.968750,172.992188,352.968750,202.984375,0.990075,-1,-1,-1
4,-1,158.984375,167.964844,228.984375,211.964844,0.990075,-1,-1,-1
5,-1,307.968750,172.992188,353.984375,202.984375,0.990075,-1,-1,-1
5,-1,162.968750,169.984375,231.953125,211.964844,0.990075,-1,-1,-1
6,-1,307.968750,172.992188,352.968750,202.984375,0.990075,-1,-1,-1
6,-1,162.968750,169.984375,235.000000,212.996094,0.990075,-1,-1,-1
7,-1,307.968750,172.992188,353.984375,202.984375,0.990075,-1,-1,-1
7,-1,170.000000,168.996094,235.937500,211.964844,0.990075,-1,-1,-1
8,-1,305.937500,172.992188,353.984375,202.984375,0.990075,-1,-1,-1
8,-1,173.984375,169.984375,235.937500,211.964844,0.990075,-1,-1,-1
9,-1,305.937500,172.992188,353.984375,202.984375,0.990075,-1,-1,-1
9,-1,175.000000,169.984375,240.937500,211.964844,0.990075,-1,-1,-1
10,-1,305.937500,172.992188,353.984375,202.984375,0.990075,-1,-1,-1
10,-1,178.984375,169.984375,240.000000,210.976563,0.975449,-1,-1,-1
10,-1,0.000000,129.980469,63.984375,279.984375,0.844891,-1,-1,-1
11,-1,305.937500,172.992188,353.984375,202.984375,0.990075,-1,-1,-1
11,-1,180.937500,169.984375,240.000000,209.988281,0.975449,-1,-1,-1
11,-1,0.000000,126.972656,87.968750,278.996094,0.844891,-1,-1,-1
12,-1,305.937500,172.992188,353.984375,202.984375,0.990075,-1,-1,-1
12,-1,182.968750,169.984375,243.984375,209.988281,0.990075,-1,-1,-1
12,-1,0.000000,139.992188,85.937500,280.972656,0.967396,-1,-1,-1
13,-1,305.937500,172.992188,352.968750,202.984375,0.990075,-1,-1,-1
13,-1,185.937500,169.984375,243.984375,209.000000,0.990075,-1,-1,-1
13,-1,0.000000,139.992188,96.953125,267.996094,0.967396,-1,-1,-1
14,-1,305.937500,172.992188,353.984375,202.984375,0.990075,-1,-1,-1
14,-1,187.968750,171.960938,245.000000,207.968750,0.975449,-1,-1,-1
14,-1,0.000000,139.992188,96.953125,265.976563,0.967396,-1,-1,-1
15,-1,190.000000,169.984375,247.968750,209.000000,0.990075,-1,-1,-1
15,-1,305.937500,172.992188,352.968750,202.984375,0.990075,-1,-1,-1
15,-1,0.000000,140.980469,110.937500,248.960938,0.967396,-1,-1,-1
16,-1,0.000000,145.964844,115.000000,256.996094,0.993851,-1,-1,-1
16,-1,305.937500,172.992188,352.968750,202.984375,0.990075,-1,-1,-1
16,-1,192.968750,171.960938,250.937500,209.000000,0.990075,-1,-1,-1
17,-1,0.000000,148.972656,126.953125,256.996094,0.993851,-1,-1,-1
17,-1,305.937500,172.992188,351.953125,202.984375,0.990075,-1,-1,-1
17,-1,195.000000,172.992188,245.937500,206.980469,0.975449,-1,-1,-1
18,-1,0.000000,155.976563,126.953125,248.960938,0.993851,-1,-1,-1
18,-1,305.937500,172.992188,351.953125,202.984375,0.990075,-1,-1,-1
18,-1,195.937500,171.960938,251.953125,207.968750,0.975449,-1,-1,-1
19,-1,0.000000,155.976563,140.000000,245.996094,0.993851,-1,-1,-1
19,-1,196.953125,170.972656,255.937500,209.000000,0.990075,-1,-1,-1
19,-1,305.937500,172.992188,352.968750,202.984375,0.990075,-1,-1,-1
20,-1,0.000000,152.968750,136.953125,246.984375,0.993851,-1,-1,-1
20,-1,305.937500,172.992188,352.968750,204.960938,0.990075,-1,-1,-1
20,-1,200.937500,171.960938,252.968750,207.968750,0.975449,-1,-1,-1
21,-1,0.000000,152.968750,136.953125,245.996094,0.993851,-1,-1,-1
21,-1,305.937500,172.992188,352.968750,204.960938,0.990075,-1,-1,-1
21,-1,202.968750,171.960938,253.984375,207.968750,0.975449,-1,-1,-1
22,-1,0.000000,154.988281,146.953125,245.996094,0.993851,-1,-1,-1
22,-1,307.968750,172.992188,348.984375,204.960938,0.990075,-1,-1,-1
22,-1,205.937500,172.992188,258.984375,207.968750,0.990075,-1,-1,-1
23,-1,20.937500,159.972656,155.937500,242.988281,0.993851,-1,-1,-1
23,-1,207.968750,171.960938,256.953125,205.992188,0.990075,-1,-1,-1
23,-1,307.968750,172.992188,348.984375,204.960938,0.990075,-1,-1,-1
24,-1,25.000000,160.960938,160.000000,238.992188,0.993851,-1,-1,-1
24,-1,207.968750,170.972656,260.937500,206.980469,0.990075,-1,-1,-1
24,-1,305.937500,172.992188,351.953125,204.960938,0.990075,-1,-1,-1
25,-1,20.937500,159.972656,160.937500,234.996094,0.993851,-1,-1,-1
25,-1,210.937500,172.992188,260.937500,206.980469,0.990075,-1,-1,-1
25,-1,307.968750,173.980469,348.984375,202.984375,0.990075,-1,-1,-1
26,-1,35.000000,159.972656,170.000000,234.996094,0.993851,-1,-1,-1
26,-1,307.968750,172.992188,348.984375,204.960938,0.990075,-1,-1,-1
26,-1,211.953125,172.992188,260.937500,205.992188,0.975449,-1,-1,-1
27,-1,50.000000,159.972656,172.968750,233.964844,0.993851,-1,-1,-1
27,-1,307.968750,172.992188,348.984375,204.960938,0.990075,-1,-1,-1
27,-1,215.937500,172.992188,265.000000,205.992188,0.975449,-1,-1,-1
28,-1,53.984375,161.992188,175.937500,231.000000,0.993851,-1,-1,-1
28,-1,307.968750,172.992188,348.984375,204.960938,0.990075,-1,-1,-1
28,-1,215.000000,173.980469,268.984375,206.980469,0.975449,-1,-1,-1
29,-1,60.000000,163.968750,175.000000,231.000000,0.993851,-1,-1,-1
29,-1,305.937500,172.992188,351.953125,202.984375,0.990075,-1,-1,-1
29,-1,218.984375,172.992188,268.984375,204.960938,0.975449,-1,-1,-1
30,-1,66.953125,159.972656,180.937500,232.976563,0.993851,-1,-1,-1
30,-1,305.937500,172.992188,351.953125,202.984375,0.990075,-1,-1,-1
